,Age,BusinessTravel,DailyRate,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
522,37,2,1225,10,2,1,715,4,1,80,4,1,4,4680.0,15232,3.0,17,3.0,1,80,0,4.0,2,3,1.0,0.0,0.0,0.0,0
523,50,2,1207,28,1,1,716,4,1,74,4,1,3,3221.0,3297,1.0,11,3.0,3,80,3,20.0,3,3,18.0,8.0,3.0,8.0,0
524,34,2,1442,9,3,1,717,4,0,46,2,3,2,8621.0,17654,1.0,14,3.0,2,80,0,9.0,3,4,8.0,7.0,7.0,7.0,0
525,24,2,693,3,2,1,720,1,0,65,3,2,3,4577.0,24785,8.5,14,3.0,1,80,0,4.0,3,3,2.0,2.0,2.0,0.0,1
526,39,2,408,2,4,1,721,4,0,80,2,2,3,4553.0,20978,1.0,11,3.0,1,80,0,20.0,4,3,18.0,7.0,7.5,10.0,0
527,32,2,929,10,3,1,722,4,1,55,3,2,4,5396.0,21703,1.0,12,3.0,4,80,0,10.0,2,2,10.0,7.0,0.0,8.0,0
528,50,1,562,8,2,1,723,2,1,50,3,2,3,6796.0,23452,3.0,14,3.0,1,80,1,18.0,4,3,4.0,3.0,1.0,3.0,1
529,38,2,827,1,4,1,724,2,0,33,4,2,4,7625.0,19383,0.0,13,3.0,3,80,0,10.0,4,2,9.0,7.0,1.0,8.0,0
530,27,2,608,1,2,1,725,3,0,68,3,3,1,7412.0,6009,1.0,11,3.0,4,80,0,9.0,3,3,9.0,7.0,0.0,7.0,0
531,32,2,1018,3,2,1,727,3,0,39,3,3,4,11159.0,19373,3.0,15,3.0,4,80,0,10.0,6,3,7.0,7.0,7.0,7.0,0
532,47,2,703,14,4,1,728,4,1,42,3,2,1,4960.0,11825,2.0,12,3.0,4,80,0,20.0,2,3,7.0,7.0,1.0,7.0,0
533,40,1,580,5,4,1,729,4,1,48,2,3,1,10475.0,23772,5.0,21,3.0,3,80,1,20.0,2,3,18.0,13.0,1.0,12.0,0
534,53,2,970,7,3,1,730,3,1,59,4,4,3,14814.0,13514,3.0,19,3.0,3,80,0,28.5,3,3,5.0,1.0,1.0,3.0,0
535,41,2,427,10,4,1,731,2,1,73,2,5,4,16581.0,8861,3.0,15,3.0,2,80,3,23.0,2,2,18.0,6.0,7.5,6.0,0
536,60,2,1179,16,4,1,732,1,1,84,3,2,1,5405.0,11924,8.0,14,3.0,4,80,0,10.0,1,3,2.0,2.0,2.0,2.0,0
537,27,1,294,10,2,1,733,4,1,32,3,3,1,8793.0,4809,1.0,21,3.0,3,80,2,9.0,4,2,9.0,7.0,1.0,7.0,0
538,41,2,314,1,3,1,734,4,1,59,2,5,3,16581.0,19562,1.0,12,3.0,2,80,1,22.0,3,3,18.0,7.0,2.0,10.0,0
539,50,2,316,8,4,1,738,4,1,54,3,1,2,3875.0,9983,7.0,15,3.0,4,80,1,4.0,2,3,2.0,2.0,2.0,2.0,0
540,28,2,654,1,2,1,741,1,0,67,1,1,2,2216.0,3872,7.0,13,3.0,4,80,0,10.0,4,3,7.0,7.0,3.0,7.0,1
541,36,0,427,8,3,1,742,1,0,63,4,3,1,11713.0,20335,8.5,14,3.0,1,80,1,10.0,2,3,8.0,7.0,0.0,5.0,0
542,38,2,168,1,3,1,743,3,0,81,3,3,3,7861.0,15397,4.0,14,3.0,4,80,0,10.0,4,4,1.0,0.0,0.0,0.0,0
543,44,0,381,24,3,1,744,1,1,49,1,1,3,3708.0,2104,2.0,14,3.0,3,80,0,9.0,5,3,5.0,2.0,1.0,4.0,0
544,47,1,217,3,3,1,746,4,0,49,3,4,3,13770.0,10225,8.5,12,3.0,4,80,2,28.0,2,2,18.0,2.0,7.5,13.0,0
545,30,2,501,27,5,1,747,3,1,99,3,2,4,5304.0,25275,7.0,23,3.0,4,80,1,10.0,2,2,8.0,7.0,7.0,7.0,0
546,29,2,1396,10,3,1,749,3,1,99,3,1,3,2642.0,2755,1.0,11,3.0,3,80,0,1.0,6,3,1.0,0.0,0.0,0.0,0
547,42,1,933,19,3,1,752,3,1,57,4,1,3,2759.0,20366,6.0,12,3.0,4,80,0,7.0,2,3,2.0,2.0,2.0,2.0,1
548,43,1,775,15,3,1,754,4,1,47,2,2,4,6804.0,23683,3.0,18,3.0,3,80,1,7.0,5,3,2.0,2.0,2.0,2.0,0
549,34,2,970,8,2,1,757,2,0,96,3,2,3,6142.0,7360,3.0,11,3.0,4,80,0,10.0,2,3,5.0,1.0,4.0,3.0,0
550,23,2,650,9,1,1,758,2,1,37,3,1,1,2500.0,4344,1.0,14,3.0,4,80,1,5.0,2,4,4.0,3.0,0.0,2.0,0
551,39,2,141,3,3,1,760,3,0,44,4,2,2,6389.0,18767,8.5,15,3.0,3,80,1,12.0,3,1,8.0,3.0,3.0,6.0,0
552,56,2,832,9,3,1,762,3,1,81,3,4,4,11103.0,20420,7.0,11,3.0,3,80,0,28.5,1,2,10.0,7.0,1.0,1.0,0
553,40,2,804,2,1,1,763,4,0,86,2,1,4,2342.0,22929,0.0,20,3.0,4,80,0,5.0,2,2,4.0,2.0,2.0,3.0,0
554,27,2,975,7,3,1,764,4,0,55,2,2,1,6811.0,23398,8.0,19,3.0,1,80,0,9.0,2,1,7.0,6.0,0.0,7.0,0
555,29,2,1090,10,3,1,766,4,1,83,3,1,2,2297.0,17967,1.0,14,3.0,4,80,2,2.0,2,3,2.0,2.0,2.0,2.0,0
556,53,2,346,6,3,1,769,4,1,86,3,2,4,2450.0,10919,2.0,17,3.0,4,80,0,19.0,4,3,2.0,2.0,2.0,2.0,0
557,35,0,1225,2,4,1,771,4,0,61,3,2,1,5093.0,4761,2.0,11,3.0,1,80,1,16.0,2,4,1.0,0.0,0.0,0.0,0
558,32,1,430,24,4,1,772,1,1,80,3,2,4,5309.0,21146,1.0,15,3.0,4,80,2,10.0,2,3,10.0,8.0,4.0,7.0,0
559,38,2,268,2,5,1,773,4,1,92,3,1,3,3057.0,20471,6.0,13,3.0,2,80,1,6.0,0,1,1.0,0.0,0.0,1.0,0
560,34,2,167,8,5,1,775,2,0,32,3,2,1,5121.0,4187,3.0,14,3.0,3,80,1,7.0,3,3,0.0,0.0,0.0,0.0,0
561,52,2,621,3,4,1,776,3,1,31,2,4,1,16581.0,10084,1.0,11,3.0,1,80,0,28.5,3,4,18.0,6.0,1.0,14.5,0
562,33,2,527,1,4,1,780,4,1,63,3,1,4,2686.0,5207,1.0,13,3.0,3,80,0,10.0,2,2,10.0,9.0,7.0,8.0,1
563,25,2,883,26,1,1,781,3,0,32,3,2,4,6180.0,22807,1.0,23,3.0,2,80,0,6.0,5,2,6.0,5.0,1.0,4.0,0
564,45,2,954,2,2,1,783,2,1,46,1,2,3,6632.0,12388,0.0,13,3.0,1,80,0,9.0,3,3,8.0,7.0,3.0,1.0,0
565,23,2,310,10,1,1,784,1,1,79,4,1,3,3505.0,19630,1.0,18,3.0,4,80,0,2.0,3,3,2.0,2.0,0.0,2.0,0
566,47,1,719,27,2,1,785,2,0,77,4,2,3,6397.0,10339,4.0,12,3.0,4,80,0,8.0,2,3,5.0,4.0,1.0,3.0,1
567,34,2,304,2,3,1,786,4,1,60,3,2,4,6274.0,18686,1.0,22,3.0,3,80,0,6.0,5,3,6.0,5.0,1.0,4.0,0
568,55,2,725,2,3,1,787,4,1,78,3,5,1,16581.0,21199,5.0,13,3.0,4,80,1,24.0,2,3,5.0,2.0,1.0,4.0,1
569,36,0,1434,8,4,1,789,1,1,76,2,3,1,7587.0,14229,1.0,15,3.0,2,80,0,10.0,1,3,10.0,7.0,0.0,9.0,0
570,52,0,715,19,4,1,791,4,1,41,3,1,4,4258.0,26589,0.0,18,3.0,1,80,1,5.0,3,3,4.0,3.0,1.0,2.0,0
571,26,1,575,1,2,1,792,1,0,71,1,1,4,4364.0,5288,3.0,14,3.0,1,80,1,5.0,2,3,2.0,2.0,2.0,0.0,0
572,29,2,657,27,3,1,793,2,0,66,3,2,3,4335.0,25549,4.0,12,3.0,1,80,1,11.0,3,2,8.0,7.0,1.0,1.0,0
573,26,2,1146,8,3,1,796,4,1,38,2,2,1,5326.0,3064,6.0,17,3.0,3,80,0,6.0,2,2,4.0,3.0,1.0,2.0,1
574,34,2,182,1,4,1,797,2,0,72,4,1,4,3280.0,13551,2.0,16,3.0,3,80,0,10.0,2,3,4.0,2.0,1.0,3.0,0
575,54,2,376,19,4,1,799,4,0,95,3,2,1,5485.0,22670,8.5,11,3.0,2,80,2,9.0,4,3,5.0,3.0,1.0,4.0,0
576,27,1,829,8,1,1,800,3,1,84,3,2,4,4342.0,24008,0.0,19,3.0,2,80,1,5.0,3,3,4.0,2.0,1.0,1.0,0
577,37,2,571,10,1,1,802,4,0,82,3,1,1,2782.0,19905,0.0,13,3.0,2,80,2,6.0,3,2,5.0,3.0,4.0,3.0,0
578,38,1,240,2,4,1,803,1,0,75,4,2,1,5980.0,26085,6.0,12,3.0,4,80,0,17.0,2,3,15.0,7.0,4.0,12.0,0
579,34,2,121,2,4,1,804,3,0,86,2,1,1,4381.0,7530,1.0,11,3.0,3,80,0,6.0,3,3,6.0,5.0,1.0,3.0,0
580,35,2,384,8,4,1,805,1,0,72,3,1,4,2572.0,20317,1.0,16,3.0,2,80,1,3.0,1,2,3.0,2.0,0.0,2.0,0
581,30,2,921,1,3,1,806,4,1,38,1,1,3,3833.0,24375,3.0,21,3.0,3,80,2,7.0,2,3,2.0,2.0,0.0,2.0,0
582,40,1,791,2,2,1,807,3,0,38,4,2,2,4244.0,9931,1.0,24,3.0,4,80,1,8.0,2,3,8.0,7.0,3.0,7.0,0
583,34,2,1111,8,2,1,808,3,0,93,3,2,1,6500.0,13305,5.0,17,3.0,2,80,1,6.0,1,3,3.0,2.0,1.0,2.0,0
584,42,1,570,8,3,1,809,2,1,66,3,5,4,16581.0,16225,1.0,13,3.0,2,80,1,24.0,4,2,18.0,7.0,7.5,9.0,0
585,23,2,1243,6,3,1,811,3,1,63,4,1,1,1601.0,3445,1.0,21,3.0,3,80,2,1.0,2,3,0.0,0.0,0.0,0.0,1
586,24,0,1092,9,3,1,812,3,1,60,2,1,2,2694.0,26551,1.0,11,3.0,3,80,3,1.0,4,3,1.0,0.0,0.0,0.0,0
587,52,2,1325,11,4,1,813,4,0,82,3,2,3,3149.0,21821,8.0,20,3.0,2,80,1,9.0,3,3,5.0,2.0,1.0,4.0,0
588,50,2,691,2,3,1,815,3,1,64,3,4,3,16581.0,6881,5.0,16,3.0,4,80,0,28.5,3,3,4.0,3.0,0.0,3.0,0
589,29,2,805,1,2,1,816,2,0,36,2,1,1,2319.0,6689,1.0,11,3.0,4,80,1,1.0,1,3,1.0,0.0,0.0,0.0,1
590,33,2,213,7,3,1,817,3,1,49,3,3,3,11691.0,25995,0.0,11,3.0,4,80,0,14.0,3,4,13.0,9.0,3.0,7.0,0
591,33,2,118,16,3,1,819,1,0,69,3,2,1,5324.0,26507,5.0,15,3.0,3,80,0,6.0,3,3,3.0,2.0,0.0,2.0,1
592,47,2,202,2,2,1,820,3,0,33,3,4,4,16581.0,12982,1.0,11,3.0,3,80,1,26.0,3,2,18.0,14.0,3.0,0.0,0
593,36,2,676,1,3,1,823,3,0,35,3,2,2,5228.0,23361,0.0,15,3.0,1,80,1,10.0,2,3,9.0,7.0,0.0,5.0,0
594,29,2,1252,23,2,1,824,3,1,81,4,1,3,2700.0,23779,1.0,24,3.0,3,80,1,10.0,3,3,10.0,7.0,0.0,7.0,0
595,58,2,286,2,4,1,825,4,1,31,3,5,2,16581.0,25761,7.0,12,3.0,4,80,0,28.5,2,3,18.0,14.5,7.5,8.0,1
596,35,2,1258,1,4,1,826,4,0,40,4,1,3,2506.0,13301,3.0,13,3.0,3,80,0,7.0,0,3,2.0,2.0,2.0,2.0,0
597,42,2,932,1,2,1,827,4,0,43,2,2,4,6062.0,4051,8.5,13,3.0,4,80,1,8.0,4,3,4.0,3.0,0.0,2.0,0
598,28,2,890,2,4,1,828,3,1,46,3,1,3,4382.0,16374,6.0,17,3.0,4,80,0,5.0,3,2,2.0,2.0,2.0,1.0,1
599,36,2,1041,13,3,1,829,3,1,36,3,1,2,2143.0,25527,4.0,13,3.0,2,80,1,8.0,2,3,5.0,2.0,0.0,4.0,0
600,32,2,859,4,3,1,830,3,0,98,2,2,3,6162.0,19124,1.0,12,3.0,3,80,1,14.0,3,3,14.0,13.0,6.0,8.0,0
601,40,1,720,16,4,1,832,1,1,51,2,2,3,5094.0,11983,6.0,14,3.0,4,80,0,10.0,6,3,1.0,0.0,0.0,0.0,0
602,30,2,946,2,3,1,833,3,0,52,2,2,4,6877.0,20234,5.0,24,3.0,2,80,0,12.0,4,2,0.0,0.0,0.0,0.0,0
603,45,2,252,2,3,1,834,2,0,95,2,1,3,2274.0,6153,1.0,14,3.0,4,80,0,1.0,3,3,1.0,0.0,0.0,0.0,0
604,42,2,933,29,3,1,836,2,1,98,3,2,2,4434.0,11806,1.0,13,3.0,4,80,1,10.0,3,2,9.0,8.0,7.0,8.0,0
605,38,1,471,12,3,1,837,1,1,45,2,2,1,6288.0,4284,2.0,15,3.0,3,80,1,13.0,3,2,4.0,3.0,1.0,2.0,0
606,34,1,702,16,4,1,838,3,0,100,2,1,4,2553.0,8306,1.0,16,3.0,3,80,0,6.0,3,3,5.0,2.0,1.0,3.0,0
607,49,2,1184,11,3,1,840,3,0,43,3,3,4,7654.0,5860,1.0,18,3.0,1,80,2,9.0,3,4,9.0,8.0,7.0,7.0,1
608,55,2,436,2,1,1,842,3,1,37,3,2,4,5160.0,21519,4.0,16,3.0,3,80,0,12.0,3,2,9.0,7.0,7.0,3.0,1
609,43,2,589,14,2,1,843,2,1,94,3,4,1,16581.0,5200,6.0,24,3.0,3,80,1,22.0,3,3,4.0,1.0,1.0,0.0,0
610,27,2,269,5,1,1,844,3,1,42,2,3,4,12808.0,8842,1.0,16,3.0,2,80,1,9.0,3,3,9.0,8.0,0.0,8.0,0
611,35,2,950,7,3,1,845,3,1,59,3,3,3,10221.0,18869,3.0,21,3.0,2,80,0,17.0,3,4,8.0,5.0,1.0,6.0,0
612,28,2,760,2,4,1,846,2,0,81,3,2,2,4779.0,3698,1.0,20,3.0,1,80,0,8.0,2,3,8.0,7.0,7.0,5.0,0
613,34,2,829,3,2,1,847,3,1,88,3,1,4,3737.0,2243,0.0,19,3.0,3,80,1,4.0,1,1,3.0,2.0,0.0,2.0,0
614,26,1,887,5,2,1,848,3,0,88,2,1,3,2366.0,20898,1.0,14,3.0,1,80,1,8.0,2,3,8.0,7.0,1.0,7.0,1
615,27,0,443,3,3,1,850,4,1,50,3,1,4,1706.0,16571,1.0,11,3.0,3,80,3,0.0,6,2,0.0,0.0,0.0,0.0,0
616,51,2,1318,26,4,1,851,1,0,66,3,4,3,16307.0,5594,2.0,14,3.0,3,80,1,28.5,2,2,18.0,6.0,4.0,14.5,0
617,44,2,625,4,3,1,852,4,1,50,3,2,2,5933.0,5197,8.5,12,3.0,4,80,0,10.0,2,2,5.0,2.0,2.0,3.0,0
618,25,2,180,2,1,1,854,1,1,65,4,1,1,3424.0,21632,7.0,13,3.0,3,80,0,6.0,3,2,4.0,3.0,0.0,1.0,0
619,33,2,586,1,3,1,855,1,1,48,4,2,1,4037.0,21816,1.0,22,3.0,1,80,1,9.0,5,3,9.0,8.0,0.0,8.0,0
620,35,2,1343,27,1,1,856,3,0,53,2,1,1,2559.0,17852,1.0,11,3.0,4,80,0,6.0,3,2,6.0,5.0,1.0,1.0,0
621,36,2,928,1,2,1,857,2,1,56,3,2,4,6201.0,2823,1.0,14,3.0,4,80,1,18.0,1,2,18.0,14.0,4.0,11.0,0
622,32,2,117,13,4,1,859,2,1,73,3,2,4,4403.0,9250,2.0,11,3.0,3,80,1,8.0,3,2,5.0,2.0,0.0,3.0,0
623,30,1,1012,5,4,1,861,2,1,75,2,1,4,3761.0,2373,8.5,12,3.0,2,80,1,10.0,3,2,5.0,4.0,0.0,3.0,0
624,53,2,661,7,2,1,862,1,0,78,2,3,4,10934.0,20715,7.0,18,3.0,4,80,1,28.5,3,3,5.0,2.0,0.0,4.0,0
625,45,2,930,9,3,1,864,4,1,74,3,3,1,10761.0,19239,4.0,12,3.0,3,80,1,18.0,2,3,5.0,4.0,0.0,2.0,0
626,32,2,638,8,2,1,865,3,0,91,4,2,3,5175.0,22162,5.0,12,3.0,3,80,1,9.0,3,2,5.0,3.0,1.0,3.0,0
627,52,1,890,25,4,1,867,3,0,81,2,4,4,13826.0,19028,3.0,22,3.0,3,80,0,28.5,3,3,9.0,8.0,0.0,0.0,0
628,37,2,342,16,4,1,868,4,1,66,2,2,3,6334.0,24558,4.0,19,3.0,4,80,2,9.0,2,3,1.0,0.0,0.0,0.0,0
629,28,2,1169,8,2,1,869,2,1,63,2,1,4,4936.0,23965,1.0,13,3.0,4,80,1,6.0,6,3,5.0,1.0,0.0,4.0,0
630,22,2,1230,1,2,1,872,4,1,33,2,2,4,4775.0,19146,6.0,22,3.0,1,80,2,4.0,2,1,2.0,2.0,2.0,2.0,0
631,44,2,986,8,4,1,874,1,1,62,4,1,4,2818.0,5044,2.0,24,3.0,3,80,1,10.0,2,2,3.0,2.0,0.0,2.0,0
632,42,1,1271,2,1,1,875,2,1,35,3,1,4,2515.0,9068,5.0,14,3.0,4,80,0,8.0,2,3,2.0,1.0,2.0,2.0,0
633,36,2,1278,8,3,1,878,1,1,77,2,1,1,2342.0,8635,0.0,21,3.0,3,80,0,6.0,3,3,5.0,4.0,0.0,3.0,0
634,25,2,141,3,1,1,879,3,1,98,3,2,1,4194.0,14363,1.0,18,3.0,4,80,0,5.0,3,3,5.0,3.0,0.0,3.0,0
635,35,2,607,9,3,1,880,4,0,66,2,3,3,10685.0,23457,1.0,20,3.0,2,80,1,17.0,2,3,17.0,14.0,5.0,14.5,0
636,35,1,130,25,4,1,881,4,0,96,3,1,2,2022.0,16612,1.0,19,3.0,1,80,1,10.0,3,2,10.0,2.0,7.0,8.0,1
637,32,0,300,1,3,1,882,4,1,61,3,1,4,2314.0,9148,0.0,12,3.0,2,80,1,4.0,2,3,3.0,0.0,0.0,2.0,0
638,25,2,583,4,1,1,885,3,1,87,2,2,1,4256.0,18154,1.0,12,3.0,1,80,0,5.0,1,4,5.0,2.0,0.0,3.0,0
639,49,2,1418,1,3,1,887,3,0,36,3,1,1,3580.0,10554,2.0,16,3.0,2,80,1,7.0,2,3,4.0,2.0,0.0,2.0,0
640,24,0,1269,4,1,1,888,1,1,46,2,1,4,3162.0,10778,0.0,17,3.0,4,80,0,6.0,2,2,5.0,2.0,3.0,4.0,0
641,32,1,379,5,2,1,889,2,1,48,3,2,2,6524.0,8891,1.0,14,3.0,4,80,1,10.0,3,3,10.0,8.0,5.0,3.0,0
642,38,2,395,9,3,1,893,2,1,98,2,1,2,2899.0,12102,0.0,19,3.0,4,80,1,3.0,3,3,2.0,2.0,1.0,2.0,0
643,42,2,1265,3,3,1,894,3,0,95,4,2,4,5231.0,23726,2.0,13,3.0,2,80,1,17.0,1,2,5.0,3.0,1.0,3.0,0
644,31,2,1222,11,4,1,895,4,1,48,3,1,4,2356.0,14871,3.0,19,3.0,2,80,1,8.0,2,3,6.0,4.0,0.0,2.0,0
645,29,2,341,1,3,1,896,2,0,48,2,1,3,2800.0,23522,6.0,19,3.0,3,80,3,5.0,3,3,3.0,2.0,0.0,2.0,1
646,53,2,868,8,3,1,897,1,1,73,3,4,4,11836.0,22789,5.0,14,3.0,3,80,1,28.0,3,3,2.0,0.0,2.0,2.0,0
647,35,2,672,25,3,1,899,4,1,78,2,3,2,10903.0,9129,3.0,16,3.0,1,80,0,16.0,2,3,13.0,10.0,4.0,8.0,0
648,37,1,1231,21,2,1,900,3,0,54,3,1,4,2973.0,21222,5.0,15,3.0,2,80,1,10.0,3,3,5.0,4.0,0.0,0.0,0
649,53,2,102,23,4,1,901,4,0,72,3,4,4,14275.0,20206,6.0,18,3.0,3,80,0,28.5,0,3,12.0,9.0,3.0,8.0,0
650,43,1,422,1,3,1,902,4,0,33,3,2,4,5562.0,21782,4.0,13,3.0,2,80,1,12.0,2,2,5.0,2.0,2.0,2.0,0
651,47,2,249,2,2,1,903,3,0,35,3,2,4,4537.0,17783,0.0,22,3.0,1,80,1,8.0,2,3,7.0,6.0,7.0,7.0,0
652,37,0,1252,19,2,1,904,1,1,32,3,3,2,7642.0,4814,1.0,13,3.0,4,80,0,10.0,2,3,10.0,0.0,0.0,9.0,0
653,50,0,881,2,4,1,905,1,1,98,3,4,1,16581.0,4544,1.0,11,3.0,4,80,1,28.5,3,3,18.0,6.0,7.5,7.0,0
654,39,2,1383,2,3,1,909,4,0,42,2,2,4,5204.0,7790,8.0,11,3.0,3,80,2,13.0,2,3,5.0,4.0,0.0,4.0,0
655,33,2,1075,3,2,1,910,4,1,57,3,1,2,2277.0,22650,3.0,11,3.0,3,80,1,7.0,4,4,4.0,3.0,0.0,3.0,0
656,32,2,374,25,4,1,911,1,1,87,3,1,4,2795.0,18016,1.0,24,3.0,3,80,0,1.0,2,1,1.0,0.0,0.0,1.0,1
657,29,2,1086,7,1,1,912,1,0,62,2,1,4,2532.0,6054,6.0,14,3.0,3,80,3,8.0,5,3,4.0,3.0,0.0,3.0,0
658,44,2,661,9,2,1,913,2,1,61,3,1,1,2559.0,7508,1.0,13,3.0,4,80,0,8.0,0,3,8.0,7.0,7.0,1.0,0
659,28,2,821,5,4,1,916,1,1,98,3,2,4,4908.0,24252,1.0,14,3.0,2,80,0,4.0,3,3,4.0,2.0,0.0,2.0,0
660,58,1,781,2,1,1,918,4,1,57,2,1,4,2380.0,13384,8.5,14,3.0,4,80,1,3.0,3,2,1.0,0.0,0.0,0.0,1
661,43,2,177,8,3,1,920,1,0,55,3,2,2,4765.0,23814,4.0,21,3.0,3,80,1,4.0,2,4,1.0,0.0,0.0,0.0,0
662,20,2,500,2,3,1,922,3,0,49,2,1,3,2044.0,22052,1.0,13,3.0,4,80,0,2.0,3,2,2.0,2.0,0.0,2.0,1
663,21,2,1427,18,1,1,923,4,0,65,3,1,4,2693.0,8870,1.0,19,3.0,1,80,0,1.0,3,2,1.0,0.0,0.0,0.0,1
664,36,2,1425,14,1,1,924,3,1,68,3,2,4,6586.0,4821,0.0,17,3.0,1,80,1,17.0,2,2,16.0,8.0,4.0,11.0,0
665,47,2,1454,2,4,1,925,4,0,65,2,1,4,3294.0,13137,1.0,18,3.0,1,80,0,3.0,3,2,3.0,2.0,1.0,2.0,0
666,22,2,617,3,1,1,926,2,0,34,3,2,3,4171.0,10022,0.0,19,3.0,1,80,1,4.0,3,4,3.0,2.0,0.0,2.0,1
667,41,2,1085,2,4,1,927,2,0,57,1,1,4,2778.0,17725,4.0,13,3.0,3,80,1,10.0,1,2,7.0,7.0,1.0,0.0,1
668,28,2,995,9,3,1,930,3,0,77,3,1,3,2377.0,9834,5.0,18,3.0,2,80,1,6.0,2,3,2.0,2.0,2.0,2.0,0
669,39,2,1122,6,3,1,932,4,1,70,3,1,1,2404.0,4303,7.0,21,3.0,4,80,0,8.0,2,1,2.0,2.0,2.0,2.0,1
670,27,2,618,4,3,1,933,2,0,76,3,1,3,2318.0,17808,1.0,19,3.0,3,80,0,1.0,2,3,1.0,1.0,0.0,0.0,0
671,34,2,546,10,3,1,934,2,1,83,3,1,2,2008.0,6896,1.0,14,3.0,2,80,2,1.0,3,3,1.0,0.0,1.0,0.0,0
672,42,2,462,14,2,1,936,3,0,68,2,2,3,6244.0,7824,7.0,17,3.0,1,80,0,10.0,6,3,5.0,4.0,0.0,3.0,0
673,33,2,1198,1,4,1,939,3,1,100,2,1,1,2799.0,3339,3.0,11,3.0,2,80,0,6.0,1,3,3.0,2.0,0.0,2.0,0
674,58,2,1272,5,3,1,940,3,0,37,2,3,2,10552.0,9255,2.0,13,3.0,4,80,1,24.0,3,3,6.0,0.0,0.0,4.0,0
675,31,2,154,7,4,1,941,2,1,41,2,1,3,2329.0,11737,3.0,15,3.0,2,80,0,13.0,2,4,7.0,7.0,5.0,2.0,0
676,35,2,1137,21,1,1,942,4,0,51,3,2,4,4014.0,19170,1.0,25,3.0,4,80,1,10.0,2,1,10.0,6.0,0.0,7.0,0
677,49,2,527,8,2,1,944,1,0,51,3,3,2,7403.0,22477,4.0,11,3.0,3,80,1,28.5,3,2,18.0,9.0,1.0,7.0,0
678,48,2,1469,20,4,1,945,4,1,51,3,1,3,2259.0,5543,4.0,17,3.0,1,80,2,13.0,2,2,0.0,0.0,0.0,0.0,0
679,31,0,1188,20,2,1,947,4,0,45,3,2,3,6932.0,24406,1.0,13,3.0,4,80,1,9.0,2,2,9.0,8.0,0.0,0.0,0
680,36,2,188,7,4,1,949,2,1,65,3,1,4,4678.0,23293,2.0,18,3.0,3,80,0,8.0,6,3,6.0,2.0,0.0,1.0,0
681,38,2,1333,1,3,1,950,4,0,80,3,3,1,13582.0,16292,1.0,13,3.0,2,80,1,15.0,3,3,15.0,12.0,5.0,11.0,0
682,32,0,1184,1,3,1,951,3,0,70,2,1,2,2332.0,3974,6.0,20,3.0,3,80,0,5.0,3,3,3.0,0.0,0.0,2.0,0
683,25,2,867,19,2,1,952,3,1,36,2,1,2,2413.0,18798,1.0,18,3.0,3,80,3,1.0,2,3,1.0,0.0,0.0,0.0,1
684,40,2,658,10,4,1,954,1,1,67,2,3,2,9705.0,20652,2.0,12,3.0,2,80,1,11.0,2,2,1.0,0.0,0.0,0.0,0
685,26,1,1283,1,3,1,956,3,1,52,2,2,1,4294.0,11148,1.0,12,3.0,2,80,0,7.0,2,3,7.0,7.0,0.0,7.0,0
686,41,2,263,6,3,1,957,4,1,59,3,1,1,4721.0,3119,2.0,13,3.0,3,80,0,20.0,3,3,18.0,13.0,2.0,14.5,0
687,36,2,938,2,4,1,958,3,1,79,3,1,3,2519.0,12287,4.0,21,3.0,3,80,0,16.0,6,3,11.0,8.0,3.0,9.0,0
688,19,2,419,21,3,1,959,4,1,37,2,1,2,2121.0,9947,1.0,13,3.0,2,80,0,1.0,3,4,1.0,0.0,0.0,0.0,1
689,20,2,129,4,3,1,960,1,1,84,3,1,1,2973.0,13008,1.0,19,3.0,2,80,0,1.0,2,3,1.0,0.0,0.0,0.0,1
690,31,2,616,12,3,1,961,4,0,41,3,2,4,5855.0,17369,0.0,11,3.0,3,80,2,10.0,2,1,9.0,7.0,7.5,5.0,0
691,40,1,1469,9,4,1,964,4,1,35,3,1,2,3617.0,25063,8.0,14,3.0,4,80,1,3.0,2,3,1.0,1.0,0.0,0.0,0
692,32,2,498,3,4,1,966,3,0,93,3,2,1,6725.0,13554,1.0,12,3.0,3,80,1,8.0,2,4,8.0,7.0,6.0,3.0,0
693,36,2,530,3,1,1,967,3,1,51,2,3,4,10325.0,5518,1.0,11,3.0,1,80,1,16.0,6,3,16.0,7.0,3.0,7.0,1
694,33,2,1069,1,3,1,969,2,0,42,2,2,4,6949.0,12291,0.0,14,3.0,1,80,0,6.0,3,3,5.0,0.0,1.0,4.0,0
695,37,2,625,1,4,1,970,1,1,46,2,3,3,10609.0,14922,5.0,11,3.0,3,80,0,17.0,2,1,14.0,1.0,7.5,7.0,1
696,45,0,805,4,2,1,972,3,1,57,3,2,2,4447.0,23163,1.0,12,3.0,2,80,0,9.0,5,2,9.0,7.0,0.0,8.0,0
